image_path,target_class,pred_xyxy,target_xywh,conf,pred_class
/home/vislab-001/Jared/CS534-Team-3-AI-Project/data/Cropped_PlantDoc/tmv-tomato-34_jpg.rf.a006a837713241c4760cc4f690427052_bbox_1_rotated_90.jpg,"[24, 24, 24]","[[0.0, 1445.3294677734375, 521.3814086914062, 2516.164794921875], [1411.7198486328125, 548.7713012695312, 3269.23583984375, 2161.6181640625]]","[[299.0, 2021.5, 576.0, 947.0], [3054.0, 912.5, 1162.0, 1517.0], [2290.5, 1391.5, 1849.0, 1647.0]]","[0.6303569674491882, 0.5977883338928223]",[22]
/home/vislab-001/Jared/CS534-Team-3-AI-Project/data/Cropped_PlantDoc/tmv-tomato-34_jpg.rf.a006a837713241c4760cc4f690427052_bbox_1_rotated_180.jpg,"[24, 24, 24]","[[0.0, 1445.3294677734375, 521.3814086914062, 2516.164794921875], [1411.7198486328125, 548.7713012695312, 3269.23583984375, 2161.6181640625]]","[[299.0, 2021.5, 576.0, 947.0], [3054.0, 912.5, 1162.0, 1517.0], [2290.5, 1391.5, 1849.0, 1647.0]]","[0.6303569674491882, 0.5977883338928223]",[17]
/home/vislab-001/Jared/CS534-Team-3-AI-Project/data/Cropped_PlantDoc/tmv-tomato-34_jpg.rf.a006a837713241c4760cc4f690427052_bbox_1_rotated_270.jpg,"[24, 24, 24]","[[0.0, 1445.3294677734375, 521.3814086914062, 2516.164794921875], [1411.7198486328125, 548.7713012695312, 3269.23583984375, 2161.6181640625]]","[[299.0, 2021.5, 576.0, 947.0], [3054.0, 912.5, 1162.0, 1517.0], [2290.5, 1391.5, 1849.0, 1647.0]]","[0.6303569674491882, 0.5977883338928223]",[22]
/home/vislab-001/Jared/CS534-Team-3-AI-Project/data/Cropped_PlantDoc/816_jpg.rf.e735367aa4e04fe1b91ebff897b28484_bbox_0_rotated_0.jpg,"[0, 0]","[[166.40164184570312, 21.68375587463379, 273.6740417480469, 206.3755645751953], [51.730194091796875, 9.769935607910156, 165.1588897705078, 201.68528747558594]]","[[110.0, 106.5, 112.0, 191.0], [226.5, 107.0, 103.0, 188.0]]","[0.9296645522117615, 0.9247088432312012]",[2]
/home/vislab-001/Jared/CS534-Team-3-AI-Project/data/Cropped_PlantDoc/816_jpg.rf.e735367aa4e04fe1b91ebff897b28484_bbox_0_rotated_90.jpg,"[0, 0]","[[166.40164184570312, 21.68375587463379, 273.6740417480469, 206.3755645751953], [51.730194091796875, 9.769935607910156, 165.1588897705078, 201.68528747558594]]","[[110.0, 106.5, 112.0, 191.0], [226.5, 107.0, 103.0, 188.0]]","[0.9296645522117615, 0.9247088432312012]",[2]
/home/vislab-001/Jared/CS534-Team-3-AI-Project/data/Cropped_PlantDoc/816_jpg.rf.e735367aa4e04fe1b91ebff897b28484_bbox_0_rotated_180.jpg,"[0, 0]","[[166.40164184570312, 21.68375587463379, 273.6740417480469, 206.3755645751953], [51.730194091796875, 9.769935607910156, 165.1588897705078, 201.68528747558594]]","[[110.0, 106.5, 112.0, 191.0], [226.5, 107.0, 103.0, 188.0]]","[0.9296645522117615, 0.9247088432312012]",[2]
/home/vislab-001/Jared/CS534-Team-3-AI-Project/data/Cropped_PlantDoc/816_jpg.rf.e735367aa4e04fe1b91ebff897b28484_bbox_0_rotated_270.jpg,"[0, 0]","[[166.40164184570312, 21.68375587463379, 273.6740417480469, 206.3755645751953], [51.730194091796875, 9.769935607910156, 165.1588897705078, 201.68528747558594]]","[[110.0, 106.5, 112.0, 191.0], [226.5, 107.0, 103.0, 188.0]]","[0.9296645522117615, 0.9247088432312012]",[2]
/home/vislab-001/Jared/CS534-Team-3-AI-Project/data/Cropped_PlantDoc/816_jpg.rf.e735367aa4e04fe1b91ebff897b28484_bbox_1_rotated_0.jpg,"[0, 0]","[[166.40164184570312, 21.68375587463379, 273.6740417480469, 206.3755645751953], [51.730194091796875, 9.769935607910156, 165.1588897705078, 201.68528747558594]]","[[110.0, 106.5, 112.0, 191.0], [226.5, 107.0, 103.0, 188.0]]","[0.9296645522117615, 0.9247088432312012]",[2]
/home/vislab-001/Jared/CS534-Team-3-AI-Project/data/Cropped_PlantDoc/816_jpg.rf.e735367aa4e04fe1b91ebff897b28484_bbox_1_rotated_90.jpg,"[0, 0]","[[166.40164184570312, 21.68375587463379, 273.6740417480469, 206.3755645751953], [51.730194091796875, 9.769935607910156, 165.1588897705078, 201.68528747558594]]","[[110.0, 106.5, 112.0, 191.0], [226.5, 107.0, 103.0, 188.0]]","[0.9296645522117615, 0.9247088432312012]",[2]
/home/vislab-001/Jared/CS534-Team-3-AI-Project/data/Cropped_PlantDoc/816_jpg.rf.e735367aa4e04fe1b91ebff897b28484_bbox_1_rotated_180.jpg,"[0, 0]","[[166.40164184570312, 21.68375587463379, 273.6740417480469, 206.3755645751953], [51.730194091796875, 9.769935607910156, 165.1588897705078, 201.68528747558594]]","[[110.0, 106.5, 112.0, 191.0], [226.5, 107.0, 103.0, 188.0]]","[0.9296645522117615, 0.9247088432312012]",[2]
/home/vislab-001/Jared/CS534-Team-3-AI-Project/data/Cropped_PlantDoc/816_jpg.rf.e735367aa4e04fe1b91ebff897b28484_bbox_1_rotated_270.jpg,"[0, 0]","[[166.40164184570312, 21.68375587463379, 273.6740417480469, 206.3755645751953], [51.730194091796875, 9.769935607910156, 165.1588897705078, 201.68528747558594]]","[[110.0, 106.5, 112.0, 191.0], [226.5, 107.0, 103.0, 188.0]]","[0.9296645522117615, 0.9247088432312012]",[2]
/home/vislab-001/Jared/CS534-Team-3-AI-Project/data/Cropped_PlantDoc/1b321015-6e33-4f18-aade-888f4383fe92_jpeg_jpg.rf.5c77e962dda24b77c33a4b0a91cd32af_bbox_0_rotated_0.jpg,[0],"[[195.5288848876953, 108.95936584472656, 648.0515747070312, 439.598388671875], [198.15345764160156, 108.09272766113281, 649.3926391601562, 438.54156494140625]]","[[429.5, 266.0, 443.0, 346.0]]","[0.6831774711608887, 0.48808133602142334]",[12]
/home/vislab-001/Jared/CS534-Team-3-AI-Project/data/Cropped_PlantDoc/1b321015-6e33-4f18-aade-888f4383fe92_jpeg_jpg.rf.5c77e962dda24b77c33a4b0a91cd32af_bbox_0_rotated_90.jpg,[0],"[[195.5288848876953, 108.95936584472656, 648.0515747070312, 439.598388671875], [198.15345764160156, 108.09272766113281, 649.3926391601562, 438.54156494140625]]","[[429.5, 266.0, 443.0, 346.0]]","[0.6831774711608887, 0.48808133602142334]",[12]
/home/vislab-001/Jared/CS534-Team-3-AI-Project/data/Cropped_PlantDoc/1b321015-6e33-4f18-aade-888f4383fe92_jpeg_jpg.rf.5c77e962dda24b77c33a4b0a91cd32af_bbox_0_rotated_180.jpg,[0],"[[195.5288848876953, 108.95936584472656, 648.0515747070312, 439.598388671875], [198.15345764160156, 108.09272766113281, 649.3926391601562, 438.54156494140625]]","[[429.5, 266.0, 443.0, 346.0]]","[0.6831774711608887, 0.48808133602142334]",[0]
/home/vislab-001/Jared/CS534-Team-3-AI-Project/data/Cropped_PlantDoc/1b321015-6e33-4f18-aade-888f4383fe92_jpeg_jpg.rf.5c77e962dda24b77c33a4b0a91cd32af_bbox_0_rotated_270.jpg,[0],"[[195.5288848876953, 108.95936584472656, 648.0515747070312, 439.598388671875], [198.15345764160156, 108.09272766113281, 649.3926391601562, 438.54156494140625]]","[[429.5, 266.0, 443.0, 346.0]]","[0.6831774711608887, 0.48808133602142334]",[0]
/home/vislab-001/Jared/CS534-Team-3-AI-Project/data/Cropped_PlantDoc/1b321015-6e33-4f18-aade-888f4383fe92_jpeg_jpg.rf.5c77e962dda24b77c33a4b0a91cd32af_bbox_1_rotated_0.jpg,[0],"[[195.5288848876953, 108.95936584472656, 648.0515747070312, 439.598388671875], [198.15345764160156, 108.09272766113281, 649.3926391601562, 438.54156494140625]]","[[429.5, 266.0, 443.0, 346.0]]","[0.6831774711608887, 0.48808133602142334]",[12]
/home/vislab-001/Jared/CS534-Team-3-AI-Project/data/Cropped_PlantDoc/1b321015-6e33-4f18-aade-888f4383fe92_jpeg_jpg.rf.5c77e962dda24b77c33a4b0a91cd32af_bbox_1_rotated_90.jpg,[0],"[[195.5288848876953, 108.95936584472656, 648.0515747070312, 439.598388671875], [198.15345764160156, 108.09272766113281, 649.3926391601562, 438.54156494140625]]","[[429.5, 266.0, 443.0, 346.0]]","[0.6831774711608887, 0.48808133602142334]",[12]
/home/vislab-001/Jared/CS534-Team-3-AI-Project/data/Cropped_PlantDoc/1b321015-6e33-4f18-aade-888f4383fe92_jpeg_jpg.rf.5c77e962dda24b77c33a4b0a91cd32af_bbox_1_rotated_180.jpg,[0],"[[195.5288848876953, 108.95936584472656, 648.0515747070312, 439.598388671875], [198.15345764160156, 108.09272766113281, 649.3926391601562, 438.54156494140625]]","[[429.5, 266.0, 443.0, 346.0]]","[0.6831774711608887, 0.48808133602142334]",[0]
/home/vislab-001/Jared/CS534-Team-3-AI-Project/data/Cropped_PlantDoc/1b321015-6e33-4f18-aade-888f4383fe92_jpeg_jpg.rf.5c77e962dda24b77c33a4b0a91cd32af_bbox_1_rotated_270.jpg,[0],"[[195.5288848876953, 108.95936584472656, 648.0515747070312, 439.598388671875], [198.15345764160156, 108.09272766113281, 649.3926391601562, 438.54156494140625]]","[[429.5, 266.0, 443.0, 346.0]]","[0.6831774711608887, 0.48808133602142334]",[0]
/home/vislab-001/Jared/CS534-Team-3-AI-Project/data/Cropped_PlantDoc/20130519cedarapplerust_jpg.rf.bfef90b47bccf4d40c90a0d514c24456_bbox_0_rotated_0.jpg,[2],"[[0.8919668793678284, 2.133295774459839, 540.0222778320312, 428.4045104980469]]","[[271.0, 213.5, 540.0, 421.0]]",[0.9691567420959473],[5]
/home/vislab-001/Jared/CS534-Team-3-AI-Project/data/Cropped_PlantDoc/20130519cedarapplerust_jpg.rf.bfef90b47bccf4d40c90a0d514c24456_bbox_0_rotated_90.jpg,[2],"[[0.8919668793678284, 2.133295774459839, 540.0222778320312, 428.4045104980469]]","[[271.0, 213.5, 540.0, 421.0]]",[0.9691567420959473],[2]
/home/vislab-001/Jared/CS534-Team-3-AI-Project/data/Cropped_PlantDoc/20130519cedarapplerust_jpg.rf.bfef90b47bccf4d40c90a0d514c24456_bbox_0_rotated_180.jpg,[2],"[[0.8919668793678284, 2.133295774459839, 540.0222778320312, 428.4045104980469]]","[[271.0, 213.5, 540.0, 421.0]]",[0.9691567420959473],[4]
/home/vislab-001/Jared/CS534-Team-3-AI-Project/data/Cropped_PlantDoc/20130519cedarapplerust_jpg.rf.bfef90b47bccf4d40c90a0d514c24456_bbox_0_rotated_270.jpg,[2],"[[0.8919668793678284, 2.133295774459839, 540.0222778320312, 428.4045104980469]]","[[271.0, 213.5, 540.0, 421.0]]",[0.9691567420959473],[2]
/home/vislab-001/Jared/CS534-Team-3-AI-Project/data/Cropped_PlantDoc/28-500x375_jpg.rf.88cca514d857927d89eada989ffee204_bbox_0_rotated_0.jpg,"[0, 0]","[[150.43621826171875, 43.870758056640625, 454.7318115234375, 316.2510681152344]]","[[304.5, 180.0, 311.0, 286.0], [121.0, 241.5, 140.0, 149.0]]",[0.9522742629051208],[12]
/home/vislab-001/Jared/CS534-Team-3-AI-Project/data/Cropped_PlantDoc/28-500x375_jpg.rf.88cca514d857927d89eada989ffee204_bbox_0_rotated_90.jpg,"[0, 0]","[[150.43621826171875, 43.870758056640625, 454.7318115234375, 316.2510681152344]]","[[304.5, 180.0, 311.0, 286.0], [121.0, 241.5, 140.0, 149.0]]",[0.9522742629051208],[12]
/home/vislab-001/Jared/CS534-Team-3-AI-Project/data/Cropped_PlantDoc/28-500x375_jpg.rf.88cca514d857927d89eada989ffee204_bbox_0_rotated_180.jpg,"[0, 0]","[[150.43621826171875, 43.870758056640625, 454.7318115234375, 316.2510681152344]]","[[304.5, 180.0, 311.0, 286.0], [121.0, 241.5, 140.0, 149.0]]",[0.9522742629051208],[0]
/home/vislab-001/Jared/CS534-Team-3-AI-Project/data/Cropped_PlantDoc/28-500x375_jpg.rf.88cca514d857927d89eada989ffee204_bbox_0_rotated_270.jpg,"[0, 0]","[[150.43621826171875, 43.870758056640625, 454.7318115234375, 316.2510681152344]]","[[304.5, 180.0, 311.0, 286.0], [121.0, 241.5, 140.0, 149.0]]",[0.9522742629051208],[0]
/home/vislab-001/Jared/CS534-Team-3-AI-Project/data/Cropped_PlantDoc/02_-Rust-2017-207u24s_jpg.rf.f1a95c4ac228e45d9b83a977e967d31e_bbox_0_rotated_0.jpg,[2],"[[1574.5389404296875, 229.95164489746094, 5303.87646484375, 2425.310791015625], [1584.0374755859375, 262.58123779296875, 5312.0, 2441.13623046875]]","[[3384.0, 1360.5, 3388.0000000000005, 2073.0]]","[0.6248178482055664, 0.35281670093536377]",[12]
/home/vislab-001/Jared/CS534-Team-3-AI-Project/data/Cropped_PlantDoc/02_-Rust-2017-207u24s_jpg.rf.f1a95c4ac228e45d9b83a977e967d31e_bbox_0_rotated_90.jpg,[2],"[[1574.5389404296875, 229.95164489746094, 5303.87646484375, 2425.310791015625], [1584.0374755859375, 262.58123779296875, 5312.0, 2441.13623046875]]","[[3384.0, 1360.5, 3388.0000000000005, 2073.0]]","[0.6248178482055664, 0.35281670093536377]",[12]
/home/vislab-001/Jared/CS534-Team-3-AI-Project/data/Cropped_PlantDoc/02_-Rust-2017-207u24s_jpg.rf.f1a95c4ac228e45d9b83a977e967d31e_bbox_0_rotated_180.jpg,[2],"[[1574.5389404296875, 229.95164489746094, 5303.87646484375, 2425.310791015625], [1584.0374755859375, 262.58123779296875, 5312.0, 2441.13623046875]]","[[3384.0, 1360.5, 3388.0000000000005, 2073.0]]","[0.6248178482055664, 0.35281670093536377]",[16]
/home/vislab-001/Jared/CS534-Team-3-AI-Project/data/Cropped_PlantDoc/02_-Rust-2017-207u24s_jpg.rf.f1a95c4ac228e45d9b83a977e967d31e_bbox_0_rotated_270.jpg,[2],"[[1574.5389404296875, 229.95164489746094, 5303.87646484375, 2425.310791015625], [1584.0374755859375, 262.58123779296875, 5312.0, 2441.13623046875]]","[[3384.0, 1360.5, 3388.0000000000005, 2073.0]]","[0.6248178482055664, 0.35281670093536377]",[0]
/home/vislab-001/Jared/CS534-Team-3-AI-Project/data/Cropped_PlantDoc/02_-Rust-2017-207u24s_jpg.rf.f1a95c4ac228e45d9b83a977e967d31e_bbox_1_rotated_0.jpg,[2],"[[1574.5389404296875, 229.95164489746094, 5303.87646484375, 2425.310791015625], [1584.0374755859375, 262.58123779296875, 5312.0, 2441.13623046875]]","[[3384.0, 1360.5, 3388.0000000000005, 2073.0]]","[0.6248178482055664, 0.35281670093536377]",[12]
/home/vislab-001/Jared/CS534-Team-3-AI-Project/data/Cropped_PlantDoc/02_-Rust-2017-207u24s_jpg.rf.f1a95c4ac228e45d9b83a977e967d31e_bbox_1_rotated_90.jpg,[2],"[[1574.5389404296875, 229.95164489746094, 5303.87646484375, 2425.310791015625], [1584.0374755859375, 262.58123779296875, 5312.0, 2441.13623046875]]","[[3384.0, 1360.5, 3388.0000000000005, 2073.0]]","[0.6248178482055664, 0.35281670093536377]",[16]
/home/vislab-001/Jared/CS534-Team-3-AI-Project/data/Cropped_PlantDoc/02_-Rust-2017-207u24s_jpg.rf.f1a95c4ac228e45d9b83a977e967d31e_bbox_1_rotated_180.jpg,[2],"[[1574.5389404296875, 229.95164489746094, 5303.87646484375, 2425.310791015625], [1584.0374755859375, 262.58123779296875, 5312.0, 2441.13623046875]]","[[3384.0, 1360.5, 3388.0000000000005, 2073.0]]","[0.6248178482055664, 0.35281670093536377]",[16]
/home/vislab-001/Jared/CS534-Team-3-AI-Project/data/Cropped_PlantDoc/02_-Rust-2017-207u24s_jpg.rf.f1a95c4ac228e45d9b83a977e967d31e_bbox_1_rotated_270.jpg,[2],"[[1574.5389404296875, 229.95164489746094, 5303.87646484375, 2425.310791015625], [1584.0374755859375, 262.58123779296875, 5312.0, 2441.13623046875]]","[[3384.0, 1360.5, 3388.0000000000005, 2073.0]]","[0.6248178482055664, 0.35281670093536377]",[12]
/home/vislab-001/Jared/CS534-Team-3-AI-Project/data/Cropped_PlantDoc/apple-scab-5366820_jpg.rf.72e45867d16d14736861803890774236_bbox_0_rotated_0.jpg,[0],"[[80.28955841064453, 124.02942657470703, 450.8872985839844, 317.228271484375]]","[[243.5, 217.99999999999997, 349.0, 186.0]]",[0.9430917501449585],[0]
/home/vislab-001/Jared/CS534-Team-3-AI-Project/data/Cropped_PlantDoc/apple-scab-5366820_jpg.rf.72e45867d16d14736861803890774236_bbox_0_rotated_90.jpg,[0],"[[80.28955841064453, 124.02942657470703, 450.8872985839844, 317.228271484375]]","[[243.5, 217.99999999999997, 349.0, 186.0]]",[0.9430917501449585],[12]
/home/vislab-001/Jared/CS534-Team-3-AI-Project/data/Cropped_PlantDoc/apple-scab-5366820_jpg.rf.72e45867d16d14736861803890774236_bbox_0_rotated_180.jpg,[0],"[[80.28955841064453, 124.02942657470703, 450.8872985839844, 317.228271484375]]","[[243.5, 217.99999999999997, 349.0, 186.0]]",[0.9430917501449585],[0]
/home/vislab-001/Jared/CS534-Team-3-AI-Project/data/Cropped_PlantDoc/apple-scab-5366820_jpg.rf.72e45867d16d14736861803890774236_bbox_0_rotated_270.jpg,[0],"[[80.28955841064453, 124.02942657470703, 450.8872985839844, 317.228271484375]]","[[243.5, 217.99999999999997, 349.0, 186.0]]",[0.9430917501449585],[12]
/home/vislab-001/Jared/CS534-Team-3-AI-Project/data/Cropped_PlantDoc/DSCN7317_JPG_jpg.rf.93c155a28060f4ead09163527be1fb3a_bbox_0_rotated_0.jpg,[28],"[[26.03271484375, 1.21826171875, 1424.613037109375, 1576.054931640625]]","[[738.5, 813.5, 1343.0, 1443.0]]",[0.9448073506355286],[0]
/home/vislab-001/Jared/CS534-Team-3-AI-Project/data/Cropped_PlantDoc/DSCN7317_JPG_jpg.rf.93c155a28060f4ead09163527be1fb3a_bbox_0_rotated_90.jpg,[28],"[[26.03271484375, 1.21826171875, 1424.613037109375, 1576.054931640625]]","[[738.5, 813.5, 1343.0, 1443.0]]",[0.9448073506355286],[12]
/home/vislab-001/Jared/CS534-Team-3-AI-Project/data/Cropped_PlantDoc/DSCN7317_JPG_jpg.rf.93c155a28060f4ead09163527be1fb3a_bbox_0_rotated_180.jpg,[28],"[[26.03271484375, 1.21826171875, 1424.613037109375, 1576.054931640625]]","[[738.5, 813.5, 1343.0, 1443.0]]",[0.9448073506355286],[0]
/home/vislab-001/Jared/CS534-Team-3-AI-Project/data/Cropped_PlantDoc/DSCN7317_JPG_jpg.rf.93c155a28060f4ead09163527be1fb3a_bbox_0_rotated_270.jpg,[28],"[[26.03271484375, 1.21826171875, 1424.613037109375, 1576.054931640625]]","[[738.5, 813.5, 1343.0, 1443.0]]",[0.9448073506355286],[0]
/home/vislab-001/Jared/CS534-Team-3-AI-Project/data/Cropped_PlantDoc/LateBlight04_jpg.rf.c7ea6a10db8d7429ebda30dc17005492_bbox_0_rotated_0.jpg,"[13, 13, 13]","[[193.86558532714844, 82.64199829101562, 309.601806640625, 165.50038146972656], [0.0, 86.51570892333984, 146.52642822265625, 182.9911346435547]]","[[251.49999999999997, 127.0, 129.0, 92.0], [330.5, 109.5, 39.0, 117.00000000000001], [265.5, 179.5, 101.0, 45.0]]","[0.9211868047714233, 0.6920303702354431]",[0]
/home/vislab-001/Jared/CS534-Team-3-AI-Project/data/Cropped_PlantDoc/LateBlight04_jpg.rf.c7ea6a10db8d7429ebda30dc17005492_bbox_0_rotated_90.jpg,"[13, 13, 13]","[[193.86558532714844, 82.64199829101562, 309.601806640625, 165.50038146972656], [0.0, 86.51570892333984, 146.52642822265625, 182.9911346435547]]","[[251.49999999999997, 127.0, 129.0, 92.0], [330.5, 109.5, 39.0, 117.00000000000001], [265.5, 179.5, 101.0, 45.0]]","[0.9211868047714233, 0.6920303702354431]",[0]
/home/vislab-001/Jared/CS534-Team-3-AI-Project/data/Cropped_PlantDoc/LateBlight04_jpg.rf.c7ea6a10db8d7429ebda30dc17005492_bbox_0_rotated_180.jpg,"[13, 13, 13]","[[193.86558532714844, 82.64199829101562, 309.601806640625, 165.50038146972656], [0.0, 86.51570892333984, 146.52642822265625, 182.9911346435547]]","[[251.49999999999997, 127.0, 129.0, 92.0], [330.5, 109.5, 39.0, 117.00000000000001], [265.5, 179.5, 101.0, 45.0]]","[0.9211868047714233, 0.6920303702354431]",[0]
/home/vislab-001/Jared/CS534-Team-3-AI-Project/data/Cropped_PlantDoc/LateBlight04_jpg.rf.c7ea6a10db8d7429ebda30dc17005492_bbox_0_rotated_270.jpg,"[13, 13, 13]","[[193.86558532714844, 82.64199829101562, 309.601806640625, 165.50038146972656], [0.0, 86.51570892333984, 146.52642822265625, 182.9911346435547]]","[[251.49999999999997, 127.0, 129.0, 92.0], [330.5, 109.5, 39.0, 117.00000000000001], [265.5, 179.5, 101.0, 45.0]]","[0.9211868047714233, 0.6920303702354431]",[0]
/home/vislab-001/Jared/CS534-Team-3-AI-Project/data/Cropped_PlantDoc/LateBlight04_jpg.rf.c7ea6a10db8d7429ebda30dc17005492_bbox_1_rotated_0.jpg,"[13, 13, 13]","[[193.86558532714844, 82.64199829101562, 309.601806640625, 165.50038146972656], [0.0, 86.51570892333984, 146.52642822265625, 182.9911346435547]]","[[251.49999999999997, 127.0, 129.0, 92.0], [330.5, 109.5, 39.0, 117.00000000000001], [265.5, 179.5, 101.0, 45.0]]","[0.9211868047714233, 0.6920303702354431]",[16]
/home/vislab-001/Jared/CS534-Team-3-AI-Project/data/Cropped_PlantDoc/LateBlight04_jpg.rf.c7ea6a10db8d7429ebda30dc17005492_bbox_1_rotated_90.jpg,"[13, 13, 13]","[[193.86558532714844, 82.64199829101562, 309.601806640625, 165.50038146972656], [0.0, 86.51570892333984, 146.52642822265625, 182.9911346435547]]","[[251.49999999999997, 127.0, 129.0, 92.0], [330.5, 109.5, 39.0, 117.00000000000001], [265.5, 179.5, 101.0, 45.0]]","[0.9211868047714233, 0.6920303702354431]",[16]
/home/vislab-001/Jared/CS534-Team-3-AI-Project/data/Cropped_PlantDoc/LateBlight04_jpg.rf.c7ea6a10db8d7429ebda30dc17005492_bbox_1_rotated_180.jpg,"[13, 13, 13]","[[193.86558532714844, 82.64199829101562, 309.601806640625, 165.50038146972656], [0.0, 86.51570892333984, 146.52642822265625, 182.9911346435547]]","[[251.49999999999997, 127.0, 129.0, 92.0], [330.5, 109.5, 39.0, 117.00000000000001], [265.5, 179.5, 101.0, 45.0]]","[0.9211868047714233, 0.6920303702354431]",[16]
/home/vislab-001/Jared/CS534-Team-3-AI-Project/data/Cropped_PlantDoc/LateBlight04_jpg.rf.c7ea6a10db8d7429ebda30dc17005492_bbox_1_rotated_270.jpg,"[13, 13, 13]","[[193.86558532714844, 82.64199829101562, 309.601806640625, 165.50038146972656], [0.0, 86.51570892333984, 146.52642822265625, 182.9911346435547]]","[[251.49999999999997, 127.0, 129.0, 92.0], [330.5, 109.5, 39.0, 117.00000000000001], [265.5, 179.5, 101.0, 45.0]]","[0.9211868047714233, 0.6920303702354431]",[16]
/home/vislab-001/Jared/CS534-Team-3-AI-Project/data/Cropped_PlantDoc/2septoria-tomato_jpg.rf.a3f2818b80dbb06b7b8d6f0588492164_bbox_0_rotated_0.jpg,"[20, 20]","[[5.4888997077941895, 9.98716926574707, 315.461669921875, 275.4951477050781], [197.44189453125, 101.63257598876953, 402.8753967285156, 282.3105773925781]]","[[171.0, 141.0, 288.0, 254.0], [300.5, 192.50000000000003, 205.0, 177.0]]","[0.9295992851257324, 0.9263294339179993]",[5]
/home/vislab-001/Jared/CS534-Team-3-AI-Project/data/Cropped_PlantDoc/2septoria-tomato_jpg.rf.a3f2818b80dbb06b7b8d6f0588492164_bbox_0_rotated_90.jpg,"[20, 20]","[[5.4888997077941895, 9.98716926574707, 315.461669921875, 275.4951477050781], [197.44189453125, 101.63257598876953, 402.8753967285156, 282.3105773925781]]","[[171.0, 141.0, 288.0, 254.0], [300.5, 192.50000000000003, 205.0, 177.0]]","[0.9295992851257324, 0.9263294339179993]",[5]
/home/vislab-001/Jared/CS534-Team-3-AI-Project/data/Cropped_PlantDoc/2septoria-tomato_jpg.rf.a3f2818b80dbb06b7b8d6f0588492164_bbox_0_rotated_180.jpg,"[20, 20]","[[5.4888997077941895, 9.98716926574707, 315.461669921875, 275.4951477050781], [197.44189453125, 101.63257598876953, 402.8753967285156, 282.3105773925781]]","[[171.0, 141.0, 288.0, 254.0], [300.5, 192.50000000000003, 205.0, 177.0]]","[0.9295992851257324, 0.9263294339179993]",[5]
/home/vislab-001/Jared/CS534-Team-3-AI-Project/data/Cropped_PlantDoc/2septoria-tomato_jpg.rf.a3f2818b80dbb06b7b8d6f0588492164_bbox_0_rotated_270.jpg,"[20, 20]","[[5.4888997077941895, 9.98716926574707, 315.461669921875, 275.4951477050781], [197.44189453125, 101.63257598876953, 402.8753967285156, 282.3105773925781]]","[[171.0, 141.0, 288.0, 254.0], [300.5, 192.50000000000003, 205.0, 177.0]]","[0.9295992851257324, 0.9263294339179993]",[5]
/home/vislab-001/Jared/CS534-Team-3-AI-Project/data/Cropped_PlantDoc/2septoria-tomato_jpg.rf.a3f2818b80dbb06b7b8d6f0588492164_bbox_1_rotated_0.jpg,"[20, 20]","[[5.4888997077941895, 9.98716926574707, 315.461669921875, 275.4951477050781], [197.44189453125, 101.63257598876953, 402.8753967285156, 282.3105773925781]]","[[171.0, 141.0, 288.0, 254.0], [300.5, 192.50000000000003, 205.0, 177.0]]","[0.9295992851257324, 0.9263294339179993]",[5]
/home/vislab-001/Jared/CS534-Team-3-AI-Project/data/Cropped_PlantDoc/2septoria-tomato_jpg.rf.a3f2818b80dbb06b7b8d6f0588492164_bbox_1_rotated_90.jpg,"[20, 20]","[[5.4888997077941895, 9.98716926574707, 315.461669921875, 275.4951477050781], [197.44189453125, 101.63257598876953, 402.8753967285156, 282.3105773925781]]","[[171.0, 141.0, 288.0, 254.0], [300.5, 192.50000000000003, 205.0, 177.0]]","[0.9295992851257324, 0.9263294339179993]",[5]
/home/vislab-001/Jared/CS534-Team-3-AI-Project/data/Cropped_PlantDoc/2septoria-tomato_jpg.rf.a3f2818b80dbb06b7b8d6f0588492164_bbox_1_rotated_180.jpg,"[20, 20]","[[5.4888997077941895, 9.98716926574707, 315.461669921875, 275.4951477050781], [197.44189453125, 101.63257598876953, 402.8753967285156, 282.3105773925781]]","[[171.0, 141.0, 288.0, 254.0], [300.5, 192.50000000000003, 205.0, 177.0]]","[0.9295992851257324, 0.9263294339179993]",[5]
/home/vislab-001/Jared/CS534-Team-3-AI-Project/data/Cropped_PlantDoc/2septoria-tomato_jpg.rf.a3f2818b80dbb06b7b8d6f0588492164_bbox_1_rotated_270.jpg,"[20, 20]","[[5.4888997077941895, 9.98716926574707, 315.461669921875, 275.4951477050781], [197.44189453125, 101.63257598876953, 402.8753967285156, 282.3105773925781]]","[[171.0, 141.0, 288.0, 254.0], [300.5, 192.50000000000003, 205.0, 177.0]]","[0.9295992851257324, 0.9263294339179993]",[5]
